Article#,Article Status,Stock Available,MOP,NLC,PED,m,c,Price,Units,Discount,Discount_Per,Discount_Per_Unit,GP_per_unit,GP,GMV,GP_PER
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31363.0,372,1061.0,3.27,2.85,4299.130000000001,1599276.3600000003,11667036.0,13.71
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31463.0,352,961.0,2.96,2.73,4399.130000000001,1548493.7600000002,11074976.0,13.98
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31563.0,332,861.0,2.66,2.59,4499.130000000001,1493711.1600000004,10478916.0,14.25
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31663.0,311,761.0,2.35,2.45,4599.130000000001,1430329.4300000004,9847193.0,14.53
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31763.0,291,661.0,2.04,2.27,4699.130000000001,1367446.8300000003,9243033.0,14.79
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31863.0,271,561.0,1.73,2.07,4799.130000000001,1300564.2300000002,8634873.0,15.06
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,31963.0,251,461.0,1.42,1.84,4899.130000000001,1229681.6300000004,8022713.0,15.33
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,32063.0,230,361.0,1.11,1.57,4999.130000000001,1149799.9000000001,7374490.0,15.59
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,32163.0,210,261.0,0.8,1.24,5099.130000000001,1070817.3000000003,6754230.0,15.85
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,32263.0,190,161.0,0.5,0.85,5199.130000000001,987834.7000000002,6129970.0,16.11
LG,Active,1000,32424,27063.87,-4.707777002,-0.202215462,6714.611669,32363.0,170,61.0,0.19,0.36,5299.130000000001,900852.1000000002,5501710.0,16.37
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23331.0,980,1919.0,7.6,1.96,1199.9799999999996,1175980.3999999997,22864380.0,5.14
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23431.0,953,1819.0,7.2,1.91,1299.9799999999996,1238880.9399999995,22329743.0,5.55
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23531.0,926,1719.0,6.81,1.86,1399.9799999999996,1296381.4799999995,21789706.0,5.95
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23631.0,899,1619.0,6.41,1.8,1499.9799999999996,1348482.0199999996,21244269.0,6.35
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23731.0,872,1519.0,6.02,1.74,1599.9799999999996,1395182.5599999996,20693432.0,6.74
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23831.0,845,1419.0,5.62,1.68,1699.9799999999996,1436483.0999999996,20137195.0,7.13
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,23931.0,818,1319.0,5.22,1.61,1799.9799999999996,1472383.6399999997,19575558.0,7.52
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24031.0,791,1219.0,4.83,1.54,1899.9799999999996,1502884.1799999997,19008521.0,7.91
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24131.0,764,1119.0,4.43,1.46,1999.9799999999996,1527984.7199999997,18436084.0,8.29
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24231.0,737,1019.0,4.04,1.38,2099.9799999999996,1547685.2599999998,17858247.0,8.67
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24331.0,710,919.0,3.64,1.29,2199.9799999999996,1561985.7999999996,17275010.0,9.04
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24431.0,683,819.0,3.24,1.2,2299.9799999999996,1570886.3399999996,16686373.0,9.41
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24531.0,656,719.0,2.85,1.1,2399.9799999999996,1574386.8799999997,16092336.0,9.78
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24631.0,629,619.0,2.45,0.98,2499.9799999999996,1572487.4199999997,15492899.0,10.15
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24731.0,602,519.0,2.06,0.86,2599.9799999999996,1565187.9599999997,14888062.0,10.51
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24831.0,575,419.0,1.66,0.73,2699.9799999999996,1552488.4999999998,14277825.0,10.87
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,24931.0,548,319.0,1.26,0.58,2799.9799999999996,1534389.0399999998,13662188.0,11.23
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,25031.0,521,219.0,0.87,0.42,2899.9799999999996,1510889.5799999998,13041151.0,11.59
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,25131.0,494,119.0,0.47,0.24,2999.9799999999996,1481990.1199999999,12414714.0,11.94
Samsung,Active,1000,25250,22131.02,-3.671198709,-0.270154263,7283.852409,25231.0,467,19.0,0.08,0.04,3099.9799999999996,1447690.6599999997,11782877.0,12.29
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16375.0,631,3592.0,17.99,5.69,-0.05999999999949068,-37.85999999967862,10332625.0,-0.0
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16475.0,629,3492.0,17.49,5.55,99.94000000000051,62862.26000000032,10362775.0,0.61
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16575.0,626,3392.0,16.99,5.42,199.9400000000005,125162.44000000032,10375950.0,1.21
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16675.0,624,3292.0,16.49,5.28,299.9400000000005,187162.56000000032,10405200.0,1.8
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16775.0,621,3192.0,15.99,5.14,399.9400000000005,248362.7400000003,10417275.0,2.38
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16875.0,618,3092.0,15.49,5.0,499.9400000000005,308962.92000000033,10428750.0,2.96
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,16975.0,616,2992.0,14.98,4.86,599.9400000000005,369563.0400000003,10456600.0,3.53
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17075.0,613,2892.0,14.48,4.72,699.9400000000005,429063.2200000003,10466975.0,4.1
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17175.0,611,2792.0,13.98,4.57,799.9400000000005,488763.3400000003,10493925.0,4.66
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17275.0,608,2692.0,13.48,4.43,899.9400000000005,547163.5200000003,10503200.0,5.21
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17375.0,606,2592.0,12.98,4.28,999.9400000000005,605963.6400000004,10529250.0,5.76
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17475.0,603,2492.0,12.48,4.13,1099.9400000000005,663263.8200000003,10537425.0,6.29
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17575.0,601,2392.0,11.98,3.98,1199.9400000000005,721163.9400000003,10562575.0,6.83
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17675.0,598,2292.0,11.48,3.83,1299.9400000000005,777364.1200000003,10569650.0,7.35
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17775.0,595,2192.0,10.98,3.68,1399.9400000000005,832964.3000000003,10576125.0,7.88
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17875.0,593,2092.0,10.48,3.53,1499.9400000000005,889464.4200000003,10599875.0,8.39
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,17975.0,590,1992.0,9.98,3.38,1599.9400000000005,943964.6000000003,10605250.0,8.9
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18075.0,588,1892.0,9.48,3.22,1699.9400000000005,999564.7200000003,10628100.0,9.4
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18175.0,585,1792.0,8.97,3.06,1799.9400000000005,1052964.9000000004,10632375.0,9.9
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18275.0,583,1692.0,8.47,2.9,1899.9400000000005,1107665.0200000003,10654325.0,10.4
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18375.0,580,1592.0,7.97,2.74,1999.9400000000005,1159965.2000000002,10657500.0,10.88
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18475.0,578,1492.0,7.47,2.58,2099.9400000000005,1213765.3200000003,10678550.0,11.37
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18575.0,575,1392.0,6.97,2.42,2199.9400000000005,1264965.5000000002,10680625.0,11.84
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18675.0,572,1292.0,6.47,2.26,2299.9400000000005,1315565.6800000004,10682100.0,12.32
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18775.0,570,1192.0,5.97,2.09,2399.9400000000005,1367965.8000000003,10701750.0,12.78
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18875.0,567,1092.0,5.47,1.93,2499.9400000000005,1417465.9800000002,10702125.0,13.24
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,18975.0,565,992.0,4.97,1.76,2599.9400000000005,1468966.1000000003,10720875.0,13.7
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19075.0,562,892.0,4.47,1.59,2699.9400000000005,1517366.2800000003,10720150.0,14.15
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19175.0,560,792.0,3.97,1.41,2799.9400000000005,1567966.4000000004,10738000.0,14.6
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19275.0,557,692.0,3.47,1.24,2899.9400000000005,1615266.5800000003,10736175.0,15.05
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19375.0,555,592.0,2.96,1.07,2999.9400000000005,1664966.7000000002,10753125.0,15.48
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19475.0,552,492.0,2.46,0.89,3099.9400000000005,1711166.8800000004,10750200.0,15.92
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19575.0,549,392.0,1.96,0.71,3199.9400000000005,1756767.0600000003,10746675.0,16.35
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19675.0,547,292.0,1.46,0.53,3299.9400000000005,1805067.1800000002,10762225.0,16.77
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19775.0,544,192.0,0.96,0.35,3399.9400000000005,1849567.3600000003,10757600.0,17.19
Whirlpool,Active,1000,19967,16375.06,-0.425086781,-0.025582439,1050.673088,19875.0,542,92.0,0.46,0.17,3499.9400000000005,1896967.4800000002,10772250.0,17.61
